date, pm25, pm10, o3, no2, so2, co
2017/9/30, 192, , , 26, , 
2017/4/1, 160, 77, , 17, , 
2017/4/2, 147, 65, , 20, , 
2017/4/3, 134, 78, , 27, , 
2017/4/4, 136, 77, , , , 
2017/4/5, 113, 79, , , , 
2017/4/6, 117, 251, , 22, , 
2017/4/7, 186, 142, , 25, , 
2017/4/8, 191, 68, , 14, , 
2017/4/9, 120, 73, , 15, , 
2017/4/10, 126, 81, , 19, , 
2017/4/11, 146, 91, , 22, , 
2017/4/12, 168, 114, , 26, , 
2017/4/13, 183, 158, , 48, , 
2017/4/14, 227, 152, , 35, , 
2017/4/15, 209, 134, , 36, , 
2017/4/16, 201, 179, , 41, , 
2017/4/17, 184, 194, , 32, , 
2017/4/18, 215, 96, , 27, , 
2017/4/19, 157, 105, , 33, , 
2017/4/20, 157, 176, , 37, , 
2017/4/21, 180, 169, , 24, , 
2017/4/22, 172, 93, , 18, , 
2017/4/23, 90, 90, , 19, , 
2017/4/24, 108, 72, , 19, , 
2017/4/25, 137, 64, , 20, , 
2017/4/26, 107, 107, , 25, , 
2017/4/27, 157, 105, , 23, , 
2017/4/28, 150, 110, , 31, , 
2017/4/29, 154, 110, , 22, , 
2017/4/30, 146, 78, , 21, , 
2017/5/1, 153, 101, , 46, , 
2017/5/2, 172, 127, , 38, , 
2017/5/3, 183, 115, , 24, , 
2017/5/4, 160, 190, , 27, , 
2017/5/5, 228, 129, , 40, , 
2017/5/6, 197, 120, , 32, , 
2017/5/7, 196, 148, , 39, , 
2017/5/8, 225, 155, , 27, , 
2017/5/9, 182, 167, , 22, , 
2017/5/10, 305, 137, , 29, , 
2017/5/11, 237, 201, , 32, , 
2017/5/12, 308, 179, , 33, , 
2017/5/13, 224, 171, , 25, , 
2017/5/14, 193, 208, , 25, , 
2017/5/15, 167, 189, , 21, , 
2017/5/16, 186, 152, , 24, , 
2017/5/17, 207, 146, , 30, , 
2017/5/18, 189, 198, , 29, , 
2017/5/19, 201, 168, , 25, , 
2017/5/20, 159, 328, , 26, , 
2017/5/21, 215, 314, , 36, , 
2017/5/22, 199, 210, , 31, , 
2017/5/23, 191, 238, , 33, , 
2017/5/24, 193, 141, , 34, , 
2017/5/25, 219, 184, , 32, , 
2017/5/26, 205, 202, , 26, , 
2017/5/27, 180, 129, , 20, , 
2017/5/28, 179, 138, , 24, , 
