date, pm25, pm10, o3, no2, so2, co
2021/5/16, 151, 152, 19, 20, 11, 11
2021/5/17, 176, 57, 4, 9, 4, 11
2021/5/18, 81, 46, 1, 6, 3, 13
2021/5/19, 105, 65, 2, 6, 3, 9
2021/5/20, 88, 51, 1, 7, 2, 6
2021/5/21, 84, 56, 1, 7, 3, 8
2021/5/22, 84, 348, 2, 8, 3, 11
2021/5/23, 177, 92, 20, 8, 4, 7
2021/5/24, 126, 98, 29, 10, 6, 10
2021/5/25, 93, 91, 23, 13, 7, 10
2021/5/26, 115, 118, 15, 10, 6, 7
2021/5/27, 123, 79, 1, 7, 3, 13
2021/5/28, 100, 70, 1, 5, 3, 12
2021/5/29, 64, 100, 1, 6, 3, 9
2021/5/30, 75, 115, 26, 9, 7, 8
2021/5/31, 128, 119, 37, 6, 4, 7
2021/6/1, 80, 81, 58, 8, 6, 11
2021/6/2, 124, 102, 90, 7, 8, 11
2021/6/3, 156, 118, 80, 6, 6, 5
2021/6/4, 157, 84, 51, 9, 9, 
2021/6/5, 124, 108, 60, 8, 5, 9
2021/6/6, 125, 125, 56, 9, 8, 9
2021/6/7, 141, 403, 20, 16, 6, 16
2021/6/8, 156, 319, 27, 13, 5, 17
2021/6/9, 137, 172, 34, 11, 4, 17
2021/6/10, 145, 138, 19, 10, 3, 10
2021/6/11, 123, 70, 26, 11, 4, 5
2021/6/12, 102, 68, 28, 12, 6, 5
2021/6/13, 118, 77, 51, 12, 6, 5
2021/6/14, 118, 86, 33, 11, 4, 4
2021/6/15, 100, 62, 34, 11, 5, 5
2021/6/16, 107, 58, 25, 11, 4, 5
2021/6/17, 112, 55, 24, 10, 5, 5
2021/6/18, 104, 46, 23, 8, 8, 4
2021/6/19, 84, 32, , 8, 3, 3
2021/6/20, 60, 57, 1, 10, 5, 4
2021/6/21, 96, 127, 4, 13, 7, 5
2021/6/22, 128, 194, 2, 14, 12, 5
2021/6/23, 152, 126, 1, 11, 4, 5
2021/6/24, 127, 120, 2, 12, 6, 4
2021/6/25, 130, 101, 18, 16, 5, 5
2021/6/26, 103, 137, 20, 12, 2, 5
2021/6/27, 158, 149, 11, 17, 2, 6
2021/6/28, 161, 197, 18, 25, 3, 5
2021/6/29, 148, 365, 10, 17, 6, 4
2021/6/30, 149, 209, 10, 10, 5, 4
2021/1/4, 139, 45, 9, 5, 4, 4
2021/1/5, 108, 85, 7, 7, 5, 5
2021/1/6, 171, 92, 11, 5, 4, 3
2021/1/7, 173, 128, 12, 5, 10, 3
2021/1/8, 203, 108, 15, 5, 7, 3
2021/1/9, 188, 100, 18, 4, 6, 3
2021/1/10, 180, 103, 20, 6, 3, 3
2021/1/11, 179, 125, 17, 7, 3, 5
2021/1/12, 207, 156, 24, 7, 4, 7
2021/1/13, 232, 211, 15, 10, 5, 8
2021/1/14, 294, 325, 28, 11, 5, 9
2021/1/15, 366, 146, 15, 9, 4, 5
2021/1/16, 228, 171, 21, 7, , 6
2021/1/17, 282, 168, 20, 11, 6, 6
2021/1/18, 255, 203, 22, 13, 5, 6
2021/1/19, 277, 134, 19, 11, 5, 5
2021/1/20, 222, 176, 20, 15, 4, 10
2021/1/21, 229, 195, 10, 14, 4, 9
2021/1/22, 282, 151, 30, 15, 4, 9
2021/1/23, 224, 174, 9, 10, 4, 11
2021/1/24, 250, 156, 22, 9, 4, 13
2021/1/25, 208, 199, 41, 9, 5, 9
2021/1/26, 268, 226, 37, 16, 8, 7
2021/1/27, 240, 267, 28, 15, 6, 11
2021/1/28, 321, 243, 34, 16, 6, 10
2021/1/29, 260, 215, 28, 20, 8, 5
2021/1/30, 260, 274, 44, 17, 6, 9
2021/1/31, 286, 218, 30, 21, 7, 8
2021/2/1, 264, 352, 4, 21, 9, 12
2021/2/2, 347, 186, 1, 15, 5, 6
2021/2/3, 262, 101, 9, 8, 5, 4
2021/2/4, 179, 85, 27, 13, 6, 4
2021/2/5, 144, 98, 31, 11, 7, 4
2021/2/6, 167, 142, 35, 12, 7, 6
2021/2/7, 206, 201, 40, 16, 8, 7
2021/2/8, 250, 208, 13, 17, 8, 11
2021/2/9, 224, 210, 12, 21, 7, 6
2021/2/10, 245, 204, 3, 19, 7, 7
2021/2/11, 232, 213, 3, 16, 7, 8
2021/2/12, 262, 156, 15, 16, 5, 9
2021/2/13, 220, 140, 37, 16, 4, 7
2021/2/14, 207, 182, 39, 18, 6, 9
2021/2/15, 240, 186, 43, 20, 7, 9
2021/2/16, 235, 223, 35, 19, 5, 9
2021/2/17, 217, 155, 38, 16, 5, 9
2021/2/18, 210, 151, 29, 16, 5, 8
2021/2/19, 212, 110, 30, 15, 4, 7
2021/2/20, 173, 198, 40, 17, 7, 6
2021/2/21, 232, 180, 38, 13, 7, 5
2021/2/22, 169, 275, 30, 33, 9, 7
2021/2/23, 243, 277, 46, 17, 15, 8
2021/2/24, 215, 283, 34, 18, 14, 9
2021/2/25, 234, 177, 31, 16, 9, 8
2021/2/26, 166, 137, 30, 12, 8, 4
2021/2/27, 139, 137, 38, 12, 10, 3
2021/2/28, 150, 131, 37, 12, 9, 3
2021/3/1, 147, 119, 39, 7, 9, 2
2021/3/2, 146, 180, 42, 12, 12, 4
2021/3/3, 178, 208, 103, 16, 10, 6
2021/3/4, 223, 159, 46, 16, 8, 5
2021/3/5, 185, , , , , 
2021/3/7, 173, 158, 53, 5, 7, 4
2021/3/8, 187, 193, 89, 8, 11, 10
2021/3/9, 202, 115, 45, 11, 11, 4
2021/3/10, 148, 166, 53, 13, 12, 7
2021/3/11, 182, 154, 28, 11, 8, 5
2021/3/12, 166, 131, 35, 8, 10, 7
2021/3/13, 168, 132, 33, 10, 12, 8
2021/3/14, 168, 163, 7, 11, 12, 9
2021/3/15, 193, 216, 22, 9, 12, 8
2021/3/16, 179, 281, 30, 12, 13, 7
2021/3/17, 194, 300, 35, 15, 12, 7
2021/3/18, 184, 168, 41, 10, 10, 7
2021/3/19, 161, 171, , 15, 14, 7
2021/3/20, 177, 320, 21, 25, 24, 8
2021/3/21, 255, 135, 32, 13, 9, 6
2021/3/22, 149, 170, 24, 16, 9, 11
2021/3/23, 137, 124, 34, 12, 10, 11
2021/3/24, 148, 86, 32, 9, 8, 11
2021/3/25, 120, 88, 37, 10, 9, 11
2021/3/26, 130, 199, 45, 14, 19, 13
2021/3/27, 193, 192, 48, 20, 10, 12
2021/3/28, 175, , , , , 
2021/3/31, 74, 129, 36, 6, 10, 11
2020/10/1, 131, 118, 3, 8, 6, 6
2020/10/2, 158, 117, 3, 11, 5, 6
2020/10/3, 146, 121, 4, 9, 6, 6
2020/10/4, 156, 118, 8, 7, 4, 5
2020/10/5, 141, 128, 3, 9, 6, 6
2020/10/6, 150, 160, 6, 7, 7, 7
2020/10/7, 176, 164, 8, 7, 7, 7
2020/10/8, 173, 140, 9, 6, 6, 7
2020/10/9, 167, 151, 10, 5, 8, 7
2020/10/10, 176, 140, 10, 9, 8, 13
2020/10/11, 172, 226, 13, 12, 8, 11
2020/10/12, 199, 183, 14, 18, 6, 9
2020/10/13, 203, 148, 11, 28, 6, 7
2020/10/14, 193, 271, 10, 34, 8, 11
2020/10/15, 217, 281, 15, 39, 11, 8
2020/10/16, 236, 309, 20, 38, 9, 9
2020/10/17, 222, 150, 15, 23, 6, 6
2020/10/18, 165, 169, 18, 24, 6, 6
2020/10/19, 190, 199, 8, 34, 12, 7
2020/10/20, 183, 294, 32, 26, 10, 14
2020/10/21, 211, 454, 40, 39, 12, 19
2020/10/22, 274, 490, 50, 38, 10, 19
2020/10/23, 343, 413, 61, 37, 9, 24
2020/10/24, 296, 336, 40, 26, 7, 15
2020/10/25, 276, 320, 49, 23, 9, 14
2020/10/26, 267, 222, 40, 19, 7, 10
2020/10/27, 239, 341, 51, 27, 9, 11
2020/10/28, 265, 468, 57, 29, 9, 13
2020/10/29, 347, 348, 47, 27, 9, 9
2020/10/30, 304, 345, 38, 25, 6, 10
2020/10/31, 331, 412, 42, 22, 9, 10
2020/11/1, 381, 315, 51, 19, 9, 10
2020/11/2, 287, 282, 44, 23, 8, 11
2020/11/3, 244, 550, 45, 22, 11, 13
2020/11/4, 454, 423, 50, 24, 9, 11
2020/11/5, 387, 422, 40, 35, 13, 13
2020/11/6, 333, 509, 50, 34, 11, 18
2020/11/7, 403, 562, 53, 37, 10, 18
2020/11/8, 455, 706, 53, 39, 10, 21
2020/11/9, 551, 605, 68, 38, 7, 19
2020/11/10, 563, 140, 43, 23, 6, 8
2020/11/11, 221, 220, 48, 30, 7, 10
2020/11/12, 224, 349, 60, 33, 6, 12
2020/11/13, 307, 497, 43, 25, 8, 14
2020/11/14, 478, 324, 53, 13, 8, 10
2020/11/15, 377, 82, 29, 9, 6, 4
2020/11/16, 153, 85, 30, 14, 6, 5
2020/11/17, 151, 125, 41, 19, 5, 6
2020/11/18, 185, 213, 41, 25, 7, 10
2020/11/19, 253, 157, , 18, 6, 7
2020/11/20, 215, 107, , 9, 6, 7
2020/11/21, 174, , , , , 
2020/11/23, 195, 247, , 30, 8, 15
2020/11/24, 305, 271, , 20, 8, 16
2020/11/25, 358, 126, , 14, 7, 8
2020/11/26, 203, 82, 17, 11, 6, 5
2020/11/27, 151, 135, 41, 15, 7, 9
