date, pm25, pm10, o3, no2, so2, co
2021/1/22, 257, 127, 25, 13, , 19
2021/1/23, 224, 160, 14, 12, , 22
2021/1/24, 264, 123, 35, 10, , 18
2021/1/25, 212, 125, 54, 11, 1, 16
2021/1/26, 205, 119, 47, 14, 1, 16
2021/1/27, 198, 194, 38, 21, 4, 23
2021/1/28, 286, 149, 49, 16, 1, 21
2021/1/29, 243, 111, 38, 17, 3, 16
2021/1/30, 195, 100, 53, 13, 3, 15
2021/1/31, 176, 124, 54, 12, 3, 21
2021/2/1, 213, 128, 66, 17, 4, 23
2021/2/2, 212, 137, 37, 17, 3, 22
2021/2/3, 196, 107, 30, 14, 4, 18
2021/2/4, 199, 74, 39, 13, 4, 16
2021/2/5, 156, 88, 39, 11, 4, 14
2021/2/6, 165, 108, 45, 12, 4, 16
2021/2/7, 190, 121, 56, 12, 4, 19
2021/2/8, 209, 72, 29, 11, 4, 22
2021/2/9, 133, 118, 57, 11, 4, 17
2021/2/10, 198, 144, 67, 17, 5, 18
2021/2/11, 230, 162, 79, 13, 4, 20
2021/2/12, 246, 131, 67, 17, 3, 25
2021/2/13, 220, 128, 72, 13, 3, 27
2021/2/14, 214, 116, 51, 15, 3, 30
2021/2/15, 199, 136, 73, 17, 4, 25
2021/2/16, 222, 135, 108, 16, 4, 22
2021/2/17, 216, 111, 71, 18, 4, 20
2021/2/18, 191, 125, 54, 14, 4, 19
2021/2/19, 207, 90, 45, 12, 3, 17
2021/2/20, 166, 113, 64, 12, 4, 14
2021/2/21, 190, 100, 52, 12, 3, 13
2021/2/22, 173, 89, 63, 14, 2, 18
2021/2/23, 151, 96, 55, 15, 3, 16
2021/2/24, 154, 108, 48, 13, 4, 15
2021/2/25, 162, 95, 45, 11, 6, 15
2021/2/26, 161, 83, 36, 11, 5, 19
2021/2/27, 123, 90, 45, 15, 5, 18
2021/2/28, 139, 75, 50, 12, 5, 12
2021/3/1, 127, 86, 53, 10, 7, 13
2021/3/2, 136, 84, 48, 13, 8, 15
2021/3/3, 147, 96, 60, 15, 2, 20
2021/3/4, 149, 112, 53, 12, 3, 14
2021/3/5, 173, 88, 57, 11, 4, 15
2021/3/6, 151, 106, 53, 15, 3, 17
2021/3/7, 168, 113, 47, 12, 2, 16
2021/3/8, 174, 127, 41, 12, 2, 20
2021/3/9, 175, 73, 62, 13, 3, 19
2021/3/10, 122, 106, 50, 14, 3, 17
2021/3/11, 174, 83, 27, 13, 1, 9
2021/3/12, 143, 85, 64, 13, 4, 10
2021/3/13, 151, 85, 46, 8, 3, 13
2021/3/14, 149, 96, 43, 8, 3, 9
2021/3/15, 158, 135, 40, 10, 3, 12
2021/3/16, 173, 130, 40, 12, 3, 14
2021/3/17, 163, 146, 54, 15, 4, 14
2021/3/18, 181, 117, 55, 14, 6, 19
2021/3/19, 166, 102, 50, 13, 5, 14
2021/3/20, 160, 95, 58, 15, 3, 15
2021/3/21, 153, 105, 38, 17, 6, 18
2021/3/22, 153, 120, 26, 15, 5, 14
2021/3/23, 136, 77, 53, 10, 5, 12
2021/3/24, 113, 76, 43, 10, 5, 15
2021/3/25, 120, 81, 56, 11, 7, 12
2021/3/26, 145, 80, 76, 16, 3, 11
2021/3/27, 144, 87, 73, 16, 1, 16
2021/3/28, 149, , , , , 
2021/3/31, 72, 104, 43, 8, 9, 10
2020/10/1, 130, 78, 32, 7, 2, 6
2020/10/2, 147, 80, 36, 8, 2, 6
2020/10/3, 149, 78, 38, 9, 3, 6
2020/10/4, 146, 78, 35, 9, 3, 6
2020/10/5, 135, 81, 34, 9, 3, 6
2020/10/6, 157, 86, 38, 11, 4, 8
2020/10/7, 158, 84, 34, 10, 3, 7
2020/10/8, 158, 82, 37, 12, 3, 7
2020/10/9, 158, 88, 38, 10, 3, 7
2020/10/10, 163, 90, 35, 11, 4, 7
2020/10/11, 164, 107, 45, 15, 4, 11
2020/10/12, 187, 112, 23, 14, 3, 17
2020/10/13, 183, 98, 30, 14, 3, 12
2020/10/14, 177, 102, 30, 15, 4, 11
2020/10/15, 184, 87, 24, 17, 3, 9
2020/10/16, 167, 101, 40, 16, 3, 10
2020/10/17, 173, 92, 33, 13, 4, 7
2020/10/18, 159, 100, 37, 13, 4, 7
2020/10/19, 169, 88, 35, 15, 3, 8
