date, pm25, pm10, o3, no2, so2, co
2021/2/26, 230, 266, 16, 17, 15, 7
2021/2/27, 163, 180, 30, 15, 20, 5
2021/2/28, 174, 280, 34, 17, 24, 6
2021/3/1, 218, 207, 36, 13, 17, 4
2021/3/2, 160, 291, 36, 20, 27, 10
2021/3/3, 215, 398, 48, 32, 18, 18
2021/3/4, 246, 229, 28, 18, 14, 9
2021/3/5, 223, 227, 34, 19, 15, 10
2021/3/6, 221, 264, 38, 27, 10, 15
2021/3/7, 205, 155, 39, 22, 5, 9
2021/3/8, 177, 202, 26, 20, 4, 9
2021/3/9, 196, 155, 23, 17, 7, 7
2021/3/10, 174, 239, 20, 22, 9, 11
2021/3/11, 229, 149, 19, 23, 6, 6
2021/3/12, 154, 259, 12, 19, 11, 9
2021/3/13, 243, 162, 21, 16, 13, 6
2021/3/14, 220, 210, 12, 15, 18, 7
2021/3/15, 232, 320, 6, 15, 16, 7
2021/3/16, 238, 359, 6, , 21, 8
2021/3/17, 241, 511, 5, 16, 12, 11
2021/3/18, 286, 276, 26, 11, 15, 8
2021/3/19, 218, 360, 28, 12, 11, 9
2021/3/20, 184, 271, 32, 14, 11, 9
2021/3/21, 229, 252, 15, 17, 6, 8
2021/3/22, 167, 217, 8, 15, 7, 6
2021/3/23, 149, 180, 29, 13, 13, 5
2021/3/24, 183, 132, 25, 9, 6, 4
2021/3/25, 145, 181, 32, 13, 14, 6
2021/3/26, 189, 282, 29, 16, 19, 8
2021/3/27, 230, 283, 37, 17, 15, 10
2021/3/28, 255, , , , , 
2021/3/30, 174, 142, 26, 10, 12, 5
2021/3/31, 117, 247, 34, 10, 13, 5
2020/10/1, 153, 142, 29, 6, 6, 4
2020/10/2, 164, 196, 19, 8, 7, 5
2020/10/3, 168, 143, 42, 7, 6, 5
2020/10/4, 162, 214, 42, 8, 4, 4
2020/10/5, 159, 206, 41, 9, 5, 4
2020/10/6, 168, 248, 48, 10, 8, 6
2020/10/7, 180, 181, 45, 9, 8, 5
2020/10/8, 174, 209, 54, 9, 9, 5
2020/10/9, 179, 230, 46, 9, 8, 6
2020/10/10, 184, 186, 29, 9, 8, 5
2020/10/11, 178, 281, 39, 11, 9, 7
2020/10/12, 195, 272, 41, 17, 6, 11
2020/10/13, 226, 263, 27, 14, 6, 10
2020/10/14, 229, 285, 3, 9, 9, 9
2020/10/15, 232, 257, , 13, 10, 7
2020/10/16, 201, 285, 8, 15, 12, 8
2020/10/17, 218, 218, 36, 16, 1, 4
2020/10/18, 208, 223, 46, 15, 7, 3
2020/10/19, 190, 246, 48, 19, 4, 7
2020/10/20, 200, 303, 49, 25, 5, 14
2020/10/21, 200, 383, 57, 27, 17, 5
2020/10/22, 259, 462, 45, 24, 21, 11
2020/10/23, 325, 426, 49, 26, 14, 9
2020/10/24, 297, 361, 58, 28, 8, 9
2020/10/25, 290, 343, 32, 25, 9, 9
2020/10/26, 279, 247, 33, 20, 6, 9
2020/10/27, 243, 281, 39, 31, 8, 10
2020/10/28, 257, 424, 58, 30, 8, 8
2020/10/29, 348, 383, 29, 28, 9, 10
2020/10/30, 318, 393, 33, 21, 6, 9
2020/10/31, 333, 242, 35, 22, 8, 9
2020/11/1, 307, 271, 33, 24, 7, 13
2020/11/2, 239, 280, 34, 27, 8, 13
2020/11/3, 225, 498, 19, 33, 8, 11
2020/11/4, 404, 450, 31, 32, 7, 10
2020/11/5, 371, 409, 26, 33, 9, 7
2020/11/6, 344, 612, 40, 34, 8, 14
2020/11/7, 437, 500, 36, 32, 12, 21
2020/11/8, 403, 773, 26, 35, 9, 31
2020/11/9, 635, 872, 77, 34, 7, 34
2020/11/10, 661, 485, 37, 35, 8, 28
2020/11/11, 339, 313, 48, 30, 7, 19
2020/11/12, 266, 347, 41, 26, 8, 17
2020/11/13, 324, 530, 45, 30, 14, 26
2020/11/14, 510, 363, 48, 25, 12, 18
2020/11/15, 428, 96, 23, 15, 6, 9
2020/11/16, 175, 100, 26, 14, 6, 9
2020/11/17, 168, 154, 38, 18, 6, 10
2020/11/18, 206, 264, 43, 23, 7, 12
2020/11/19, 267, 210, 42, 19, 7, 11
2020/11/20, 263, 240, 35, 20, 6, 11
2020/11/21, 226, 188, 35, 22, 8, 11
2020/11/22, 237, 300, 42, 27, 7, 15
2020/11/23, 259, 508, 53, 37, 9, 29
2020/11/24, 354, 447, 22, 34, 10, 25
2020/11/25, 390, 132, 19, 17, 7, 9
2020/11/26, 205, 145, 26, 15, 6, 8
2020/11/27, 165, 213, 35, 20, 6, 11
2020/11/28, 207, 217, 7, 22, 6, 14
2020/11/29, 214, 286, , 25, 8, 16
2020/11/30, 259, 279, , 27, 8, 17
2020/12/1, 322, 308, , 27, 9, 16
2020/12/2, 302, 292, 21, 26, 9, 19
2020/12/3, 275, 398, 43, 37, 8, 25
2020/12/4, 330, 273, 42, 33, 7, 17
2020/12/5, 321, 264, 39, 26, 7, 14
2020/12/6, 337, 330, 41, 24, 6, 17
2020/12/7, 371, 284, 21, 24, 7, 16
2020/12/8, 294, 269, 31, 22, 6, 12
2020/12/9, 250, 174, 19, 16, 4, 9
2020/12/10, 200, 288, 15, 35, 6, 19
2020/12/11, 284, 205, 10, 14, 3, 16
2020/12/12, 317, 101, 16, 8, 2, 7
2020/12/13, 187, 89, 25, 6, 3, 4
2020/12/14, 165, 118, 24, 9, 4, 6
2020/12/15, 201, 154, 21, 9, 3, 6
2020/12/16, 207, 142, 24, 9, 3, 8
2020/12/17, 224, 202, 34, 15, 4, 9
2020/12/18, 234, 197, 46, 17, 5, 10
2020/12/19, 266, 228, 35, 22, 6, 13
2020/12/20, 264, 242, 36, 23, 6, 14
2020/12/21, 274, 398, 29, 24, 6, 28
2020/12/22, 401, 487, 28, 25, 9, 26
2020/12/23, 467, 321, 24, 21, 5, 20
2020/12/24, 381, 230, 30, 19, 5, 15
2020/12/25, 291, 327, 33, 21, 4, 18
2020/12/26, 338, 374, 29, 23, 4, 21
2020/12/27, 388, 182, 27, 13, 4, 8
2020/12/28, 179, 178, 29, 15, 4, 10
2020/12/29, 216, 150, 20, 12, 3, 11
2020/12/30, 238, 314, 4, 16, 5, 19
2020/12/31, 384, , , , , 
2020/7/1, 134, 106, 6, 9, 10, 7
2020/7/2, 150, 106, 5, 11, 5, 7
2020/7/3, 145, 78, 5, 8, 3, 6
2020/7/4, 117, 91, 13, 6, 6, 4
2020/7/5, 107, 76, 3, 13, 3, 7
2020/7/6, 106, 42, 4, 8, 4, 5
2020/7/7, 55, 44, 20, 5, 2, 8
2020/7/8, 80, 61, 6, , 1, 6
2020/7/9, 96, 76, 2, 7, 3, 5
2020/7/10, 83, 56, 2, 8, 2, 5
2020/7/11, 66, 48, 5, 6, 1, 4
2020/7/12, 67, 96, 5, 7, 3, 4
2020/7/13, 96, 101, 2, 7, 2, 5
2020/7/14, 102, 90, 10, 8, 3, 6
2020/7/15, 123, 64, 6, 8, 3, 6
2020/7/16, 97, 71, 7, 8, 3, 7
2020/7/17, 128, 76, 5, 9, 2, 7
2020/7/18, 127, 41, 38, 7, 4, 4
2020/7/19, 74, 38, 5, 7, 3, 
2020/7/20, 57, 34, 4, 9, 2, 
2020/7/21, 67, 34, 4, 7, 1, 
2020/7/22, 74, 62, 7, 9, 3, 
2020/7/23, 105, 84, 14, 13, 1, 
2020/7/24, 129, 63, 6, 8, 3, 
2020/7/25, 99, 73, 8, 11, 3, 
2020/7/26, 119, 92, 4, 9, 1, 5
2020/7/27, 104, 83, 4, 6, 2, 4
2020/7/28, 77, 78, 3, 10, 3, 6
2020/7/29, 75, 44, 7, 9, 1, 4
2020/7/30, 58, 83, 7, 11, 2, 10
2020/7/31, 124, 76, 4, 10, 3, 9
2020/8/1, 108, 62, 3, 7, 4, 8
2020/8/2, 74, 58, 3, 7, 1, 7
2020/8/3, 69, 65, 4, 7, 1, 7
2020/8/4, 75, 82, 16, 10, 1, 8
2020/8/5, 117, 56, 8, 8, 2, 8
2020/8/6, 64, 52, 10, 8, 1, 8
2020/8/7, 75, 99, 10, 12, 3, 10
2020/8/8, 155, 47, 8, 8, 1, 9
2020/8/9, 93, 59, 11, 8, 1, 8
